experiment_id,alpha,bits,subband_order,image,psnr,ssim,mse,nonblind_ber,nonblind_bit_accuracy,blind_ber,blind_bit_accuracy,blind_exact,t_embed_ms,t_nonblind_ms,t_blind_ms,model_version
matrix-20260918-025538-98a873,0.01,8,LL,0868,42.3828,0.999749,3.756668,0.0,1.0,0.5,0.5,0,2.1,3.16,2.48,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0869,44.6073,0.998339,2.250865,0.0,1.0,0.25,0.75,0,2.16,3.28,2.49,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0870,46.5175,0.999391,1.44986,0.0,1.0,0.25,0.75,0,2.18,3.38,2.51,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0871,44.8548,0.999019,2.12617,0.0,1.0,0.625,0.375,0,2.23,3.27,2.51,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0872,44.3093,0.999249,2.410751,0.0,1.0,0.375,0.625,0,2.19,3.41,2.51,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0873,45.2963,0.998863,1.920654,0.0,1.0,0.375,0.625,0,2.19,3.25,2.53,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0874,44.0618,0.998364,2.552124,0.0,1.0,0.5,0.5,0,2.19,3.33,2.6,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0875,46.8031,0.999359,1.357605,0.0,1.0,0.625,0.375,0,2.19,3.35,2.58,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0876,49.3356,0.998311,0.757741,0.0,1.0,0.375,0.625,0,2.19,3.35,2.57,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0877,50.2404,0.997779,0.615229,0.0,1.0,0.625,0.375,0,2.15,3.29,2.59,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0878,43.9227,0.999158,2.635188,0.0,1.0,0.375,0.625,0,2.19,3.39,2.53,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0879,45.7548,0.997267,1.728216,0.0,1.0,0.375,0.625,0,2.2,3.22,2.5,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0880,45.8483,0.998126,1.691422,0.0,1.0,0.75,0.25,0,2.15,3.26,2.51,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0881,44.0458,0.99794,2.561559,0.0,1.0,0.375,0.625,0,2.15,3.36,2.48,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0882,46.023,0.998458,1.624736,0.0,1.0,0.375,0.625,0,2.14,3.29,2.51,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0883,44.9906,0.998744,2.06074,0.0,1.0,0.375,0.625,0,2.21,3.29,2.49,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0884,45.818,0.999023,1.703273,0.0,1.0,0.375,0.625,0,2.15,3.27,2.5,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0885,46.7612,0.998462,1.370758,0.0,1.0,0.5,0.5,0,2.17,3.38,2.53,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0886,46.0651,0.996491,1.60906,0.0,1.0,0.375,0.625,0,2.16,3.24,2.5,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0887,44.6278,0.997229,2.240275,0.0,1.0,0.625,0.375,0,2.16,3.31,2.5,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0888,45.2046,0.99894,1.961624,0.0,1.0,0.5,0.5,0,2.16,3.25,2.58,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0889,45.0452,0.999295,2.034958,0.0,1.0,0.5,0.5,0,2.2,3.33,2.54,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0890,46.1259,0.998173,1.58668,0.0,1.0,0.625,0.375,0,2.13,3.26,2.5,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0891,44.8021,0.998843,2.152115,0.0,1.0,0.5,0.5,0,2.18,3.27,2.53,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0892,43.9743,0.999488,2.604045,0.0,1.0,0.625,0.375,0,2.17,3.32,2.52,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0893,47.3993,0.998033,1.183451,0.0,1.0,0.375,0.625,0,2.16,3.27,2.49,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0894,42.8244,0.998399,3.393438,0.0,1.0,0.5,0.5,0,2.16,3.3,2.55,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0895,46.2444,0.998924,1.543966,0.0,1.0,0.125,0.875,0,2.16,3.29,2.55,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0896,41.2094,0.995981,4.921982,0.0,1.0,0.5,0.5,0,2.19,3.24,2.6,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0897,47.0681,0.999678,1.277247,0.0,1.0,0.375,0.625,0,2.23,3.31,2.52,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0898,45.6611,0.996443,1.76593,0.0,1.0,0.375,0.625,0,2.15,3.25,2.53,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0899,46.5809,0.99812,1.428869,0.0,1.0,0.625,0.375,0,2.18,3.31,2.55,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,8,LL,0900,47.7439,0.996103,1.093175,0.0,1.0,0.5,0.5,0,2.17,3.29,2.53,models/windowed_cnn_grid/8bit_a0.010/windowed_cnn_best.pt@3ed281d175ee
matrix-20260918-025538-98a873,0.01,16,LL,0801,44.736,0.999229,2.185125,0.0,1.0,0.5625,0.4375,0,2.22,3.27,3.17,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0802,46.2956,0.99683,1.525889,0.0,1.0,0.4375,0.5625,0,2.16,3.33,3.25,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0803,44.3307,0.998009,2.398905,0.0,1.0,0.625,0.375,0,2.21,3.2,3.15,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0804,43.9467,0.999019,2.620687,0.0,1.0,0.1875,0.8125,0,2.2,3.33,3.06,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0805,43.5352,0.998886,2.881093,0.0,1.0,0.25,0.75,0,2.22,3.27,3.09,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0806,44.8582,0.995442,2.124527,0.0,1.0,0.375,0.625,0,2.15,3.32,3.04,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0807,46.555,0.997955,1.437398,0.0,1.0,0.625,0.375,0,2.23,3.3,3.13,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0808,46.9095,0.99696,1.324753,0.0,1.0,0.5,0.5,0,2.14,3.33,3.11,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0809,45.0162,0.998816,2.048599,0.0,1.0,0.3125,0.6875,0,2.17,3.26,3.18,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0810,45.5636,0.99835,1.806005,0.0,1.0,0.5,0.5,0,2.18,3.3,3.09,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0811,47.1353,0.99813,1.257619,0.0,1.0,0.5,0.5,0,2.23,3.33,3.14,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0812,45.0256,0.998384,2.044174,0.0,1.0,0.4375,0.5625,0,2.16,3.38,3.11,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0813,44.5093,0.997992,2.302251,0.0,1.0,0.5,0.5,0,2.17,3.3,3.06,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0814,47.2037,0.998449,1.237971,0.0,1.0,0.5625,0.4375,0,2.11,3.27,3.02,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0815,46.4921,0.998834,1.458369,0.0,1.0,0.3125,0.6875,0,2.22,3.25,3.1,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0816,44.6014,0.998486,2.253947,0.0,1.0,0.4375,0.5625,0,2.18,3.26,3.15,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0817,44.6807,0.998265,2.21314,0.0,1.0,0.375,0.625,0,2.2,3.29,3.09,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0818,43.4523,0.997334,2.936661,0.0,1.0,0.625,0.375,0,2.16,3.37,3.11,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0819,45.1281,0.998839,1.99649,0.0,1.0,0.4375,0.5625,0,2.23,3.26,3.1,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0820,43.9207,0.999188,2.636424,0.0,1.0,0.375,0.625,0,2.17,3.35,3.17,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0821,46.3598,0.998882,1.503499,0.125,0.875,0.0625,0.9375,0,2.24,3.33,3.11,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0822,47.0512,0.999069,1.282206,0.0,1.0,0.5,0.5,0,2.16,3.41,3.07,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0823,44.2968,0.995304,2.417694,0.0,1.0,0.125,0.875,0,2.14,3.27,3.16,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0824,44.5039,0.998551,2.305125,0.0,1.0,0.375,0.625,0,2.15,3.42,3.15,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0825,44.8382,0.999045,2.134308,0.0,1.0,0.1875,0.8125,0,2.2,3.26,3.06,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0826,44.5048,0.997953,2.304606,0.0,1.0,0.3125,0.6875,0,2.16,3.28,3.16,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0827,51.0956,0.997564,0.505269,0.0,1.0,0.25,0.75,0,2.18,3.31,3.09,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0828,49.3209,0.99389,0.76031,0.0,1.0,0.25,0.75,0,2.26,3.35,3.07,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0829,46.3504,0.997659,1.506744,0.0,1.0,0.5,0.5,0,2.14,3.27,3.05,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0830,44.7163,0.997605,2.195068,0.0,1.0,0.5625,0.4375,0,2.19,3.26,3.15,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0831,46.5629,0.998356,1.434784,0.0,1.0,0.375,0.625,0,2.19,3.32,3.18,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0832,45.9648,0.99853,1.646632,0.0,1.0,0.1875,0.8125,0,2.24,3.29,3.16,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0833,42.5578,0.999298,3.608287,0.0,1.0,0.25,0.75,0,2.13,3.22,3.08,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0834,43.9841,0.998086,2.59817,0.0,1.0,0.5625,0.4375,0,2.23,3.29,3.06,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0835,46.2057,0.998344,1.557805,0.0,1.0,0.3125,0.6875,0,2.19,3.33,3.06,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0836,43.6438,0.998738,2.809952,0.0,1.0,0.25,0.75,0,2.22,3.27,3.08,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0837,46.7818,0.999227,1.364273,0.0,1.0,0.5,0.5,0,2.16,3.39,3.12,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0838,46.3633,0.997163,1.502294,0.0,1.0,0.5,0.5,0,2.15,3.24,3.09,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0839,47.6949,0.969911,1.105576,0.0,1.0,0.3125,0.6875,0,2.1,3.23,3.03,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0840,47.7764,0.999184,1.085037,0.0,1.0,0.5625,0.4375,0,2.17,3.33,3.1,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0841,47.9776,0.997654,1.035914,0.0,1.0,0.375,0.625,0,2.16,3.24,3.1,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0842,42.8701,0.998653,3.357885,0.0,1.0,0.3125,0.6875,0,2.21,3.26,3.08,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0843,52.963,0.999752,0.328684,0.0,1.0,0.4375,0.5625,0,1.83,2.69,2.76,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0844,41.6416,0.996936,4.455765,0.0,1.0,0.3125,0.6875,0,2.12,3.32,3.18,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0845,43.5863,0.998841,2.847417,0.0,1.0,0.5,0.5,0,2.15,3.33,3.16,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0846,45.1792,0.998803,1.973145,0.0,1.0,0.1875,0.8125,0,2.21,3.29,3.12,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0847,44.9303,0.998491,2.089528,0.125,0.875,0.3125,0.6875,0,2.18,3.33,3.11,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0848,45.5144,0.997305,1.826599,0.0,1.0,0.5625,0.4375,0,2.24,3.3,3.15,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0849,45.4722,0.999396,1.844406,0.0,1.0,0.4375,0.5625,0,2.16,3.42,3.14,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0850,45.3785,0.998629,1.884649,0.0,1.0,0.5,0.5,0,2.21,3.24,3.13,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0851,48.059,0.989283,1.016668,0.0,1.0,0.375,0.625,0,2.16,3.36,3.08,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0852,52.8056,0.997041,0.340815,0.0,1.0,0.6875,0.3125,0,2.24,3.28,3.26,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0853,47.708,0.996753,1.102244,0.0,1.0,0.5,0.5,0,2.15,3.27,3.06,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0854,43.9367,0.998447,2.626729,0.0,1.0,0.3125,0.6875,0,2.23,3.28,3.1,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0855,44.9924,0.998269,2.059875,0.0,1.0,0.625,0.375,0,2.15,3.39,3.07,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0856,48.4046,0.998143,0.938904,0.0,1.0,0.375,0.625,0,2.23,3.29,3.21,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0857,45.0628,0.997692,2.026764,0.0,1.0,0.5625,0.4375,0,2.16,3.25,3.05,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0858,49.0991,0.997828,0.800156,0.0,1.0,0.625,0.375,0,2.23,3.27,3.14,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0859,43.4719,0.998762,2.923401,0.0,1.0,0.3125,0.6875,0,2.18,3.4,3.18,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0860,45.8086,0.999255,1.706955,0.0,1.0,0.625,0.375,0,2.17,3.3,3.18,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0861,46.7724,0.99822,1.367213,0.0,1.0,0.3125,0.6875,0,2.18,3.27,3.12,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0862,43.9461,0.997499,2.621028,0.0,1.0,0.4375,0.5625,0,2.21,3.23,3.1,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0863,43.494,0.99831,2.9086,0.0,1.0,0.3125,0.6875,0,2.16,3.37,3.08,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0864,47.4032,0.998988,1.182378,0.0,1.0,0.1875,0.8125,0,2.19,3.26,3.14,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0865,45.0412,0.998972,2.036845,0.0,1.0,0.4375,0.5625,0,2.16,3.37,3.13,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0866,44.0665,0.999233,2.549352,0.0625,0.9375,0.125,0.875,0,2.2,3.28,3.14,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0867,45.9069,0.999101,1.668757,0.0,1.0,0.25,0.75,0,2.16,3.33,3.17,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0868,42.3758,0.999671,3.762716,0.0,1.0,0.4375,0.5625,0,2.18,3.18,3.02,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0869,44.8339,0.998269,2.136454,0.0,1.0,0.5,0.5,0,2.2,3.26,3.17,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0870,46.2823,0.999356,1.530568,0.0,1.0,0.5625,0.4375,0,2.17,3.31,3.16,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0871,44.7442,0.998959,2.181,0.0,1.0,0.375,0.625,0,2.26,3.26,3.17,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0872,44.3542,0.999227,2.385951,0.0,1.0,0.1875,0.8125,0,2.15,3.34,3.08,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0873,45.3718,0.99879,1.887538,0.0,1.0,0.25,0.75,0,2.23,3.28,3.12,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0874,43.98,0.998323,2.600616,0.0625,0.9375,0.4375,0.5625,0,2.2,3.33,3.17,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0875,46.7175,0.999344,1.384618,0.0,1.0,0.3125,0.6875,0,2.16,3.31,3.15,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0876,49.1319,0.99806,0.794123,0.0,1.0,0.5,0.5,0,2.15,3.33,3.12,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0877,49.879,0.997696,0.668615,0.0,1.0,0.3125,0.6875,0,2.21,3.29,3.15,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0878,44.0039,0.999034,2.586385,0.0,1.0,0.4375,0.5625,0,2.16,3.28,3.1,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0879,45.4963,0.99695,1.834234,0.0,1.0,0.4375,0.5625,0,2.14,3.25,3.07,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0880,45.8239,0.998114,1.700963,0.0,1.0,0.4375,0.5625,0,2.16,3.24,3.1,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0881,43.8347,0.997822,2.689092,0.0,1.0,0.4375,0.5625,0,2.14,3.26,3.09,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0882,45.8149,0.998382,1.704483,0.0,1.0,0.5625,0.4375,0,2.18,3.33,3.1,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0883,44.9439,0.998711,2.083008,0.0,1.0,0.3125,0.6875,0,2.23,3.28,3.08,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0884,45.9534,0.998989,1.65097,0.0,1.0,0.25,0.75,0,2.15,3.32,3.03,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0885,46.6654,0.998406,1.401316,0.0,1.0,0.5,0.5,0,2.16,3.28,3.16,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
matrix-20260918-025538-98a873,0.01,16,LL,0886,45.9807,0.996976,1.640645,0.0,1.0,0.4375,0.5625,0,2.16,3.27,3.03,models/windowed_cnn_grid/16bit_a0.010/windowed_cnn_best.pt@af79e2a17126
